S.No,Published Date,Bid Closing Date,Tender Opening Date,Title,Etender Ref,Tender ID,Organisation Chain,Tender Value (INR),Page,Scraped At
586,20-04-2026 16:00,27-04-2026 16:00,28-04-2026 16:00,"Work of Design, Fabrication, supply and installation of MS Water tanks to Drinking water arrangement for Cattles and slaughter arrangement during Qurbani 2026 at Deonar Abattoir. GMDA/09/EXP",,2026_MCGM_1295843_1,Municipal Corporation of Greater Mumbai||Deonar Abattoir,NA,59,21-04-2026 19:18
587,20-04-2026 16:00,27-04-2026 16:00,28-04-2026 16:00,Construction of C.C. Drain at Kond Taluka and District Dharashiv (15th F.C. 2025_26 ) ETENDERNOTICE20042026-1,,2026_OSMAN_1296338_1,RDD-CEO-OSMANABAD||OSMANABAD-Dy. CEO V.P.||OSMANABAD||KOND,"4,21,358",59,21-04-2026 19:18
588,20-04-2026 16:00,27-04-2026 16:00,28-04-2026 16:00,Construction of C.C. Road at Kond Taluka and District Dharashiv (15th F.C. 2025_26 ) E-TENDERNOTICE20042026-2,,2026_OSMAN_1296340_1,RDD-CEO-OSMANABAD||OSMANABAD-Dy. CEO V.P.||OSMANABAD||KOND,"4,22,912",59,21-04-2026 19:18
589,20-04-2026 16:00,27-04-2026 17:00,28-04-2026 17:00,DMA/CivilWork/2025-26 DMA/CivilWork/2025-26,,2026_DMA_1296499_1,"Directorate Of Municipal Administration||Municipal Administration, Solapur||Municipal Council, Dudhani",NA,59,21-04-2026 19:18
590,20-04-2026 16:00,29-04-2026 15:00,30-04-2026 16:00,SUPPLY OF BEE COLONIES APIS CERANA INDICA BEE COLONIES 6 COMBS WITH FRAME FOR DISTRIBUTION TO THE BENEFICIARIES AND SETTING UP OF BEE NURSERIES ALL OVER MAHARASHTRA 1/MSKVIB/26,,2026_DIMUM_1296502_1,"Directorate Of Industries,Mumbai||Maharashtra State Khadi and Village Industries Board||District Office Pune",NA,59,21-04-2026 19:18
591,20-04-2026 16:00,27-04-2026 10:00,28-04-2026 10:00,Construction Of Mangalkaryalaya GPWORK/2025-26,,2026_AHMED_1296505_1,RDD-CEO-AHMEDNAGAR||AHMEDNAGAR-Dy. CEO V.P.||SHEVGAON||AKHEGAON TITARPHA,"40,20,122",60,21-04-2026 19:18
592,20-04-2026 16:00,25-04-2026 16:00,27-04-2026 11:00,AS PER TENDER DOCUMENTS DPC/2026-27/01,,2026_RAIGD_1296508_1,COLLECTOR RAIGAD||Raigad-Planning Dept.,NA,60,21-04-2026 19:18
593,20-04-2026 16:00,27-04-2026 17:00,28-04-2026 17:00,E TENDER NOTICE NO 1 FOR 2026-27 VP/GP/WORK/2026-27/1-3,,2026_NASHI_1296532_1,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||DINDORI||KHEDLE,NA,60,21-04-2026 19:18
594,20-04-2026 16:00,02-05-2026 18:00,04-05-2026 14:00,N I T / GP GPJ/B1/25/26,,2026_RDPUN_1296524_1,RDD-CEO-PUNE||PUNE-Dy. CEO V.P.||HAVELI||JAMBHALI,"19,99,669",60,21-04-2026 19:18
595,20-04-2026 16:00,04-05-2026 16:00,07-05-2026 11:00,REVISED MAIN FACTORY BUILDING WORK OF STEEL REROLLING MILL FOR MAHATMA MUNGSAJI MAHARAJ MAGASWARGIYA AOUDHYOGIK SAHAKARI SANSTHA MYDT MANRA TAL MANORA DIST WASHIM AT GAT NO 499 MOUJE WAILGUL TAL MANORA DIST WASHIM TenderNoticeNo1/2026,,2026_CSWD_1296527_1,Commissioner Social Welfare Department Pune||Social Welfare Department Amravati Division||Social Welfare Department Washim||Mahatma Mungsaji Maharaj Aud Sah Sanstha Manora,NA,60,21-04-2026 19:18
596,20-04-2026 16:00,27-04-2026 17:00,28-04-2026 17:00,E TENDER NOTICE NO 2 FOR 2026-27 VP/GP/WORK/2026-27/1-3,,2026_NASHI_1296532_2,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||DINDORI||KHEDLE,NA,60,21-04-2026 19:18
597,20-04-2026 16:00,25-04-2026 16:00,27-04-2026 09:00,CONSTRUCTION OF CEMENT CONCRETE ROAD IN DALIT WASTI AT LAKHPURI TQ MIRTIZAPUR DIST AKOLA.( FROM SOPINATH MAHARAJ MANDIR TO HIMMAT JAMNIK HOUSE) HON. MP LOCAL DEVELOPMENT FUND gp/lakhpuri/2025-26-6,,2026_AKOLA_1296536_1,RDD-CEO-AKOLA||AKOLA-Dy. CEO V.P.||MURTIJAPUR||LAKHPURI,"10,00,000",60,21-04-2026 19:18
598,20-04-2026 16:00,27-04-2026 17:00,28-04-2026 17:00,E TENDER NOTICE NO 3 FOR 2026-27 VP/GP/WORK/2026-27/1-3,,2026_NASHI_1296532_3,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||DINDORI||KHEDLE,NA,60,21-04-2026 19:18
599,20-04-2026 16:00,25-04-2026 16:00,27-04-2026 09:00,B6/Tender/2026-27 B6/Tender/2026-27,,2026_GADCH_1296540_1,RDD-CEO-GADCHIROLI||GADCHIROLI-Dy. CEO V.P.||DESAIGANJ (WADSA)||SHIVRAJPUR,NA,60,21-04-2026 19:18
600,20-04-2026 16:00,28-04-2026 17:00,29-04-2026 17:00,CONSTRUCTION OF INTERNAL C.C. ROAD AT ZAKALWADI TQ DIST WASHIM 2026-27/01/CHIKHALIBK/WASHIM,,2026_WASHI_1296541_1,RDD-CEO-WASHIM||WASHIM-Dy. CEO V.P.||WASHIM||CHIKHALI (BK),NA,60,21-04-2026 19:18
601,20-04-2026 16:00,27-04-2026 18:00,29-04-2026 11:00,Est No 111178/2025-26 Notice No.02/2026-27 Est No 111178/2025-26,,2026_PWDM_1296548_1,Public Works Department Mantralaya||CE-Electrical PWD Mumbai||SE- Electrical Circle PWD Nanded||EE-Electrical Division PWD Osmanabad,"20,32,656",61,21-04-2026 19:18
602,20-04-2026 16:00,27-04-2026 16:00,28-04-2026 16:00,Renovation of public toilet in Ramchandra nagar no. 2 area in ward no. 13 B Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_15,Thane Municipal Corporation Thane||Public Works Department,"8,40,784",61,21-04-2026 19:18
603,20-04-2026 15:45,27-04-2026 16:00,28-04-2026 16:00,Fixing of Chamber Covers at various places in Sonabai Vateewadi area in ward no. 13 B Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_14,Thane Municipal Corporation Thane||Public Works Department,"1,00,600",61,21-04-2026 19:18
604,20-04-2026 15:40,27-04-2026 18:00,28-04-2026 18:00,Special Repair To Water Supply Scheme At. Waghala B-1/01/2026-27,,2026_GADCH_1296525_1,RDD-CEO-GADCHIROLI||GADCHIROLI-Dy. CEO V.P.||ARMORI||VAGHALA,NA,61,21-04-2026 19:18
605,20-04-2026 15:40,24-04-2026 16:00,27-04-2026 17:00,Laying a new water pipe line to ensure smooth water supply in the Lokamnaya Savarkarnagar Ward Committee Ward Ambewadi area under Magasvargiy Nidhi. TMC/PRO/WS-LSWC/46/2026-27,,2026_TMC_1296529_2,Thane Municipal Corporation Thane||Water Department,"3,46,804",61,21-04-2026 19:18
606,20-04-2026 15:40,27-04-2026 18:00,28-04-2026 18:00,Renovation Of Segregation Shed At. Waghala B-1/01/2026-27,,2026_GADCH_1296525_2,RDD-CEO-GADCHIROLI||GADCHIROLI-Dy. CEO V.P.||ARMORI||VAGHALA,NA,61,21-04-2026 19:18
607,20-04-2026 15:30,27-04-2026 17:00,28-04-2026 17:00,"Supply Installation and Functioning of LDO Tank Capacity 18 MT at Hot Mix Plant MIDC Hingna, Nagpur. (5th Call) 4/EE/HMP/2026",,2026_NMCN_1284120_6,Nagpur Municipal Corporation Nagpur||Public Works,"7,50,000",61,21-04-2026 19:18
608,20-04-2026 15:30,27-04-2026 16:00,28-04-2026 16:00,Fixing of Chamber Covers at various places in Adarsh Nagar area in ward no. 13 B Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_13,Thane Municipal Corporation Thane||Public Works Department,"1,35,200",61,21-04-2026 19:18
609,20-04-2026 15:30,25-04-2026 18:55,27-04-2026 10:00,"1. Proposed Construction of Concrete Road From Kolekar House To Tanaji changan House To Dattatreya Agawane House At Ward No.08, Lonand (First Stage) NPL/13/2025-26-2nd CALL",,2026_DMA_1296515_1,Directorate Of Municipal Administration||Municipal Administration Satara||Municipal Council Lonand,"7,93,215",61,21-04-2026 19:18
610,20-04-2026 15:30,24-04-2026 16:00,27-04-2026 17:00,Laying of a new water pipeline to restore water supply after shifting the water connection on the water pipeline of the Brihanmumbai Municipal Corporation in Ambika Nagar area of Wagle ward committee under the Backward Classes Fund. TMC/PRO/WS-WWC/45/2026-27,,2026_TMC_1296514_1,Thane Municipal Corporation Thane||Water Department,"21,03,480",61,21-04-2026 19:18
611,20-04-2026 15:30,25-04-2026 18:55,27-04-2026 10:00,2. Proposed Construction Concrete Road From Khandala Road To Vilas Dada Shelake House To Dilip Shelake House At Lonand NPL/13/2025-26-2nd CALL,,2026_DMA_1296515_2,Directorate Of Municipal Administration||Municipal Administration Satara||Municipal Council Lonand,"8,00,292",62,21-04-2026 19:18
612,20-04-2026 15:30,24-04-2026 16:00,27-04-2026 17:00,Laying a new water pipe line to ensure smooth water supply in the LokamnayaSavarkarnagar Ward Committee Ward No.15 MHADA Colony area under Magasvargiy Nidhi. TMC/PRO/WS-LSWC/46/2026-27,,2026_TMC_1296529_1,Thane Municipal Corporation Thane||Water Department,"2,86,394",62,21-04-2026 19:18
613,20-04-2026 15:30,28-04-2026 17:00,29-04-2026 17:00,CALL FOR ALL Types of Building Materials GP_ARJUNI_2026_27,,2026_GONDI_1296530_1,RDD-CEO-GONDIA||GONDIA-Dy. CEO V.P.||TIRORA||ARJUNI,NA,62,21-04-2026 19:18
614,20-04-2026 15:00,27-04-2026 15:00,28-04-2026 15:00,Tender SIPCD-1/AB/T-10/980 /30.03.2026,,2026_CWRDK_1295940_1,CE-Water Resources Dept. Konkan Region Mumbai||SE South Konkan Irrigation Project Circle Oros - Sindhudurg||EE Sindhudurg Irri. Project Const. Div Charathe,NA,62,21-04-2026 19:18
615,20-04-2026 15:00,30-04-2026 17:00,02-05-2026 11:00,Empanelment Of Consultant For Different Schemes Related Works MCB/PWD/NIT03/2026-27,,2026_DMA_1295960_1,"Directorate Of Municipal Administration||Municipal Administration, Buldhana||Municipal Council, Buldhana",NA,62,21-04-2026 19:18
616,20-04-2026 15:00,28-04-2026 15:00,30-04-2026 12:00,Purchasing Of Hopper tipper and three wheeler garbage tipper for N p nildoh NNP/TIPPER/2026-27,,2026_DMA_1296174_1,"Directorate Of Municipal Administration||Municipal Administration, Nagpur||Nagar Panchayat Nildoh",0,62,21-04-2026 19:18
617,20-04-2026 15:00,16-05-2026 15:00,18-05-2026 11:00,Construction of Meditation Center of Bu. Ramraoji Khandare Multipurpose Social Development Institute at Uprai. Tq. Daryapur Distt. Amravati. e_Tender Notice No.01 of 26-27 Uprai,,2026_CSWD_1296220_1,Commissioner Social Welfare Department Pune||Social Welfare Department Amravati Division||Social Welfare Department Amravati,"1,09,78,778",62,21-04-2026 19:18
618,20-04-2026 15:00,27-04-2026 15:00,28-04-2026 15:00,Nale Safai Ward B PMC/SWM/2526/52/345/2026,,2026_PMC_1296384_1,Panvel Municipal Corporation,NA,62,21-04-2026 19:18
619,20-04-2026 15:00,04-05-2026 15:00,05-05-2026 15:00,CONSTRUCTION OF MAIN and INTERNAL CONCRETE ROAD and S W DRAINS AT PADAGHE VILLAGE IN PMC AREA. PMC/CE/ 232 /2025-26,,2026_PMC_1296395_1,Panvel Municipal Corporation,"5,54,99,189",62,21-04-2026 19:18
620,20-04-2026 15:00,04-05-2026 15:00,05-05-2026 15:00,CONSTRUCTION OF MAIN and INTERNAL CONCRETE ROAD and SW DRAINS AT PAPADICHA PADA VILLAGE IN PMC AREA. PMC/CE/233/2025-26,,2026_PMC_1296411_1,Panvel Municipal Corporation,"3,49,02,100",62,21-04-2026 19:18
621,20-04-2026 15:00,27-04-2026 15:00,28-04-2026 15:00,Est.No.1246/2025-26 Notice No. 03/2026-27,,2026_PWDM_1296428_1,Public Works Department Mantralaya||CE-Electrical PWD Mumbai||SE-Electrical Circle PWD Mumbai||EE-Electrical Division PWD Nashik,"11,14,027",63,21-04-2026 19:18
622,20-04-2026 15:00,27-04-2026 15:00,28-04-2026 15:00,Est. No. 2116/2025-26 Notice No. 03/2026-27,,2026_PWDM_1296428_2,Public Works Department Mantralaya||CE-Electrical PWD Mumbai||SE-Electrical Circle PWD Mumbai||EE-Electrical Division PWD Nashik,"13,77,416",63,21-04-2026 19:18
623,20-04-2026 15:00,27-04-2026 15:00,28-04-2026 15:00,Est. No. 2132/2025-26 Notice No. 03/2026-27,,2026_PWDM_1296428_3,Public Works Department Mantralaya||CE-Electrical PWD Mumbai||SE-Electrical Circle PWD Mumbai||EE-Electrical Division PWD Nashik,"10,36,794",63,21-04-2026 19:18
624,20-04-2026 15:00,04-05-2026 15:00,05-05-2026 15:00,"SUPPLY , INSTALATION , TESTING , COMMISSIONING OF MEDICAL GAS PIPELINE SYSTEM FOR CENTRALLY SPONSORED PRADHAN MANTRI AYUSHMAN BHARAT INFRASTRUCTURE MISSION (PMABHIM) SCHEME IN MAHARASHTRA AT AHILYANAGAR NHM/EE/IDW/MGPS",,2026_NHM_1296471_1,SE National Health Mission State Health Society Mumbai||Executive Engineer DDHS NHM Nashik||Deputy Engineer NHM ZP Nashik,"1,24,09,080",63,21-04-2026 19:18
625,20-04-2026 15:00,05-05-2026 18:55,06-05-2026 18:55,Construction of Sabhamandap at Chatori. Tq. Palam and Dist. Parbhani ZPPBN/WD/eTENDER/05/26-27,,2026_PARBH_1296446_1,RDD-CEO-PARBHANI||PARBHANI-WORKS DIV.,"20,66,654",63,21-04-2026 19:18
626,20-04-2026 15:00,25-04-2026 17:00,27-04-2026 10:00,"Supplying of 3 Wheeler Electric Kacharagadi at Ladghar, Tal - Dapoli, Dist - Ratnagiri. E-Tender/01/2025-26",,2026_RATNA_1296485_1,RDD-CEO-RATNAGIRI||RATINAGIRI-Dy. CEO V.P.||DAPOLI,"2,84,004",63,21-04-2026 19:18
627,20-04-2026 15:00,05-05-2026 18:55,06-05-2026 18:55,Construction of Sabhamandap at Village Amberwadi. Tq. Jintur and Dist. Parbhani ZPPBN/WD/eTENDER/08/26-27,,2026_PARBH_1296486_1,RDD-CEO-PARBHANI||PARBHANI-WORKS DIV.,"20,66,646",63,21-04-2026 19:18
628,20-04-2026 15:00,05-05-2026 18:55,06-05-2026 18:55,Construction of Sabhamandap at Village Kolwadi. Tq. Palam and Dist. Parbhani ZPPBN/WD/eTENDER/07/26-27,,2026_PARBH_1296489_1,RDD-CEO-PARBHANI||PARBHANI-WORKS DIV.,"12,36,559",63,21-04-2026 19:18
629,20-04-2026 15:00,27-04-2026 17:00,28-04-2026 17:00,WORK UNDER 15TH FINANCE COMMISSION E_TENDER NO.1/2026-27,,2026_JALGA_1296490_1,RDD-CEO-JALGAON||JALGAON-Dy. CEO V.P.||JAMNER||KHADKI,"2,32,000",63,21-04-2026 19:18
630,20-04-2026 15:00,25-04-2026 18:55,27-04-2026 10:00,"1. Proposed Development of Namo Udyan on Open Space In Layout of S.No 425 A,For Maharani Saibai Bhosale Co-op Housing Society At Lonand Nagarpanchayat Lonand Tal Khandala Dist Satara NPL/11/2025-26-2nd CALL",,2026_DMA_1296506_1,Directorate Of Municipal Administration||Municipal Administration Satara||Municipal Council Lonand,"80,86,890",63,21-04-2026 19:18
631,20-04-2026 14:45,28-04-2026 17:00,29-04-2026 17:00,CALL FOR ALL Types of Building Materials GP_KACHEWANI_26_27,,2026_GONDI_1296501_1,RDD-CEO-GONDIA||GONDIA-Dy. CEO V.P.||TIRORA||KACHEWANI,NA,64,21-04-2026 19:18
632,20-04-2026 14:30,29-04-2026 14:30,30-04-2026 15:00,Pune peth aundh yethil Rasta rundikarnamdhe badhit honarya vishesh police mahanirikshak motar parivhahan maharashtra rajya pune karyalaya ya heritage imaratiche surakshit padhantine padanyachi prakriya karne PMC/BHAVAN/HERITAGE/01/2026,,2026_PMCP_1296016_1,Pune Municipal Corporation||Building Construction Department,"21,15,016",64,21-04-2026 19:18
633,20-04-2026 14:15,27-04-2026 16:00,28-04-2026 16:00,Concretization in Hanuman Mandir area in Jijamata Nagar in ward no. 13 A Under in Lokmanya Sawarkarnagar Ward Committee TMC/PRO/PWD/LSPS/49/2026-27,,2026_TMC_1296270_12,Thane Municipal Corporation Thane||Public Works Department,"4,94,000",64,21-04-2026 19:18
634,20-04-2026 14:00,04-05-2026 14:00,05-05-2026 14:00,"Tender for Procurement of REFILLING OF MEDICAL OXYGEN, MEDICAL NITROUS OXIDE GAS, MEDICAL CO2 GAS CYLINDERS Big And Small WITH TO And FRO TRANSPORT FOR THE YEAR 2026-2027 GMC/Bhandara/1643/2026",,2026_MERDM_1295204_1,Director Medical Education and Research Department Mumbai||Government Medical College and Hospital Bhandara,NA,64,21-04-2026 19:18
635,20-04-2026 14:00,04-05-2026 17:00,05-05-2026 17:00,E-Tender for Supply of Cooked Diet for Indoor Patients at Government Medical College And Hospital And for the period of Three years. GMC/Bhandara/1644/2026,,2026_MERDM_1295245_1,Director Medical Education and Research Department Mumbai||Government Medical College and Hospital Bhandara,NA,64,21-04-2026 19:18
636,20-04-2026 14:00,21-05-2026 14:00,22-05-2026 14:00,Construction Of Onion Storage Shed 900 MT Smart/Work/50/2026,,2026_DOAWB_1295747_1,Department of Agriculture- World Bank Tenders||Hon. Balasaheb Thackeray Agribusiness and Rural Transformation (SMART) Project Pune- World Bank Tenders||RIU Pune- World Bank Tenders||DIU Ahmednagar- World Bank Tenders,"91,40,000",64,21-04-2026 19:18
637,20-04-2026 14:00,21-05-2026 14:00,22-05-2026 14:00,Construction Of Onion Storage Shed 1000 MT Smart/Work/51/2026,,2026_DOAWB_1295750_1,Department of Agriculture- World Bank Tenders||Hon. Balasaheb Thackeray Agribusiness and Rural Transformation (SMART) Project Pune- World Bank Tenders||RIU Pune- World Bank Tenders||DIU Ahmednagar- World Bank Tenders,"1,05,00,000",64,21-04-2026 19:18
638,20-04-2026 14:00,27-04-2026 11:00,28-04-2026 11:00,"Construction of cement concrete road in Ambedkar Nagar at Gopalpur GP Akoli(Bk.) Tq. Pandharkawada, Dist.- Yavatmal. Etender-5/2025-26",,2026_YAVAT_1296431_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||KELAPUR||AKOLI BK,"5,00,000",64,21-04-2026 19:18
639,20-04-2026 14:00,27-04-2026 11:00,28-04-2026 11:00,"Construction of cement concrete road Approch towards smashanbhumi at GP Akoli(Bk.) Tq. Pandharkawada, Dist.- Yavatmal. Etender-6/2025-26",,2026_YAVAT_1296440_1,RDD-CEO-YAVATMAL||YAVATMAL-Dy. CEO V.P.||KELAPUR||AKOLI BK,"7,00,000",64,21-04-2026 19:18
640,20-04-2026 14:00,27-04-2026 17:00,28-04-2026 17:00,Construction of Cement Concrete Road in Tanda No-02 at Village Ranjani Tq Ghansawangi Dist.jalna Gp/Ranjani/01/2026,,2026_JALNA_1296456_1,RDD-CEO-JALNA||JALNA-Dy. CEO V.P.||GHANSAWANGI||RANJANI,NA,64,21-04-2026 19:18
641,20-04-2026 14:00,27-04-2026 17:00,28-04-2026 17:00,"Improvement to Dhangaon Sonwad Jamod Bhokar Idgaon Shelgaon Takarkheda Bhalod Nhavi Road MDR-58 Km. 66/00 to 67/00 (Hingona Village) and Km. 71/200 to 71/600, 72/00 to 73/00 (Nhavi Village) Tal. Yawal Dist. Jalgaon ET No. 01 for 2026-27",,2026_PWR_1296459_1,Public Works Region||Public Works Region - Nashik||Public Works Circle - Jalgaon||Public Works Division No.2 Jalgaon,"1,09,40,220",65,21-04-2026 19:19
642,20-04-2026 14:00,04-05-2026 17:00,05-05-2026 17:00,Const. of Ghote road Tal-Pen ZP-RAIGAD-WORKDIV-07-2026-27,,2026_RAIGA_1296458_1,RDD-CEO-RAIGAD||RAIGAD-WORKS DIV.,"27,81,942",65,21-04-2026 19:19
643,20-04-2026 14:00,27-04-2026 12:00,28-04-2026 12:00,N I T /T GPKV/Etender/26/27/TC/year,,2026_RDPUN_1296469_1,RDD-CEO-PUNE||PUNE-Dy. CEO V.P.||HAVELI||KADAMWAKVASTI,NA,65,21-04-2026 19:19
644,20-04-2026 14:00,22-04-2026 14:00,23-04-2026 14:00,CONSTRUCTION OF SMASHAN BHUMI SHED AND BEAUTIFICATION IN RAJGAD TANDA AT GP RAJGAD TANDA Tq KINWAT Dist Nanded NAN/KIN/RAJGADTANDA/GP/2026,,2026_NANDE_1289584_2,RDD-CEO-NANDED||NANDED-Dy. CEO V.P.||KINWAT||RAJGAD TANDA,NA,65,21-04-2026 19:19
645,20-04-2026 13:45,28-04-2026 17:00,29-04-2026 17:00,26/27 GP SONEGAON LODHI SUPPLY CONSTRUCTION WORK MATERIAL SUPPLIERS AT GP SONEGAON LODHI PS NGP 26/27/1CALL NO/CONS/GP/SONEGAON LO,,2026_NAGPU_1296470_1,RDD-CEO-NAGPUR||NAGPUR-Dy. CEO V.P.||NAGPUR||SONEGAON(LO),NA,65,21-04-2026 19:19
646,20-04-2026 13:40,27-04-2026 17:00,28-04-2026 17:00,Material Tender Gp Salori Yensa Bl gpsaloriyensabl/2026/27/1,,2026_CHAND_1296465_1,RDD-CEO-CHANDRAPUR||CHANDRAPUR-Dy. CEO V.P.||WARORA||SOLORI YENSA BL,NA,65,21-04-2026 19:19
647,20-04-2026 13:30,27-04-2026 16:00,28-04-2026 16:00,Hiring of Light Commercial Taxi Permit Vehicles running on petrol diesel AC system for Superintending Engineer MJP Circle Chandrapur Executive Engineer M MJP Circle Chandrapur Executive Engineer MJP Division Chandrapur and Sub Divisional Engineers E-Tender Notice D-1/22 for the Year 2025-26 (4th Call),,2026_COJAL_1296414_1,"Member Secretary(WSSD),Mumbai||CE (MJP) Nagpur Region Nagpur||SE (MJP) Circle Chandrapur||EE (MJP) Division Chandrapur",NA,65,21-04-2026 19:19
648,20-04-2026 13:20,27-04-2026 17:00,28-04-2026 17:00,Construction Of Concrete Road In Ramai Nagar At Warud Bk. Tq. Mangrulpir Dt. Washim Under Schedule Cast And Navbaudha Wasti Vikas 2025-26 WARUD/2025-26/1,,2026_WASHI_1296451_1,RDD-CEO-WASHIM||WASHIM-Dy. CEO V.P.||MANGRULPIR||WARUD (BK),"7,00,000",65,21-04-2026 19:19
649,20-04-2026 13:15,05-05-2026 17:00,06-05-2026 17:00,"Purchase of laboratory chemical kit,consumables for NMC component blood bank NMC/E-tender Cell/05/2026-27",,2026_NMC_1296437_1,Nashik Municipal Corporation||Medical Department,NA,65,21-04-2026 19:19
650,20-04-2026 13:10,04-05-2026 18:00,05-05-2026 18:00,"Construction of internal Roads ( Metalling, Bituminious, Concrete) at 22 Number of Rehabilitated Villages under Jayakwadi Major Irrigation Project in Newasa Taluka, Dist. Ahilyanagar. E-Tender Notice No. 01/2026-27(1)",,2026_WRDNN_1296409_1,CE (WRD) North Maharashtra Region Nashik||SE and Admin. CADA Nashik||EE Mula Irrigation Division Ahmednagar,"31,39,18,614",65,21-04-2026 19:19
651,20-04-2026 13:10,24-04-2026 17:00,27-04-2026 10:00,"Construction of protection wall to Nallaat Kachali ,GP Kusumbale RAIGAD/RWSS/8/2026-27",,2026_RAIGA_1296303_9,RDD-CEO-RAIGAD||RAIGAD-RWS,"24,56,896",66,21-04-2026 19:19
652,20-04-2026 13:10,04-05-2026 18:00,05-05-2026 18:00,"Construction of internal Roads ( Bituminious, Concrete) at 4 Number of Rehabilitated Villages under Jayakwadi Major Irrigation Project in Shevgaon Taluka, Dist. Ahilyanagar. E-Tender Notice No. 01/2026-27(2)",,2026_WRDNN_1296410_1,CE (WRD) North Maharashtra Region Nashik||SE and Admin. CADA Nashik||EE Mula Irrigation Division Ahmednagar,"4,15,62,765",66,21-04-2026 19:19
