S.No,Published Date,Bid Closing Date,Tender Opening Date,Title,Etender Ref,Tender ID,Organisation Chain,Tender Value (INR),Page,Scraped At
2067,16-04-2026 13:45,24-04-2026 17:00,27-04-2026 11:00,PLANTATION OF 9500 TREES AS PER APPROVED GOVERNMENT SOP ON BOTH SIDE OF 47.50 KMS LENGTH OF ROAD IN THE JURISDICTION OF PUBLIC WORKS DIVISION JALNA (Nurturing Trees For 3 Years) on ........... E TENDER NOTICE NO 37 SECOND CALL FOR 2025-26,,2026_PWR_1295435_1,Public Works Region||Public Works Region - Aurangabad||Public Works Circle - Aurangabad||Public Works Division Jalna,"3,93,18,692",207,21-04-2026 19:43
2068,16-04-2026 13:45,23-04-2026 15:00,24-04-2026 15:00,CONSTRUCTION OF PAVER BLOCK ROAD AND CONCRETE DRAIN IN RAMAI NAGAR AT ANAI GP INZA TQ KARANJA DIST WASHIM ZP/WASHIM/INZA/1/2026,,2026_WASHI_1295441_1,RDD-CEO-WASHIM||WASHIM-Dy. CEO V.P.||KARANJA||INZA,"5,00,000",207,21-04-2026 19:43
2069,16-04-2026 13:00,23-04-2026 17:00,24-04-2026 17:00,"Providing and erecting a 15 ft high equestrian statue of Chhatrapati Shivaji Maharaj, made of bronze gunmetal, on the proposed pedestal within the bus stand premises under Sangamner Municipal Council limits SMC/Civil/2026-27/notice3/01",,2026_DMA_1295372_1,"Directorate Of Municipal Administration||Municipal Administration, Ahmednagar||Municipal Council, Sangamner||Civil Department",NA,207,21-04-2026 19:43
2070,16-04-2026 13:00,23-04-2026 17:00,24-04-2026 17:00,"Providing and erecting a 12 ft high full-figure statue of Bharat Ratna Dr. Babasaheb Ambedkar, made of bronze gunmetal, on the proposed pedestal at the site of the existing statue in Shivaji Chowk within Sangamner Municipal Council limits SMC/Civil/2026-27/notice3/02",,2026_DMA_1295387_1,"Directorate Of Municipal Administration||Municipal Administration, Ahmednagar||Municipal Council, Sangamner||Civil Department",NA,207,21-04-2026 19:43
2071,16-04-2026 13:00,23-04-2026 17:00,24-04-2026 17:00,"Providing Rates For Non CSR Items for AI Based Automated Smart Toilets Under Municipal Council, Wardha MCW/PWD/1284/1/2026",,2026_DMA_1295396_1,"Directorate Of Municipal Administration||Municipal Administration, Wardha||Municipal Council, Wardha",0,208,21-04-2026 19:43
2072,16-04-2026 13:00,22-04-2026 09:00,23-04-2026 09:00,Providing Supplaying Syntex watertank in Z P School And Anganwadi At village Gavhanipada Tal. Sakri Dist. Dhule GPGAVHANIPADA/ETENDER/02/2026,,2026_DHULE_1295409_1,RDD-CEO-DHULE||DHULE-Dy. CEO V.P.||SAKRI||GAVHANIPADA,"2,41,372",208,21-04-2026 19:43
2073,16-04-2026 12:45,23-04-2026 11:00,24-04-2026 11:00,E TENDER NOTICE NO.03/2 FOR 2026-27 E TENDER NOTICE NO.03 FOR 2026-27,,2026_JALGA_1295359_2,RDD-CEO-JALGAON||JALGAON-Dy. CEO V.P.||DHARANGAON||ANJANVIHURE,NA,208,21-04-2026 19:43
2074,16-04-2026 12:45,24-04-2026 17:00,27-04-2026 10:00,Maintenance Of LED Street Lights in Municipal Council Hinganghat 2026-27(2nd Call) ELE/01/2026-27 Second call,,2026_DMA_1295403_1,"Directorate Of Municipal Administration||Municipal Administration, Wardha||Municipal Council, Higanghat",0,208,21-04-2026 19:43
2075,16-04-2026 12:30,22-04-2026 17:30,24-04-2026 12:30,"Annual tender for the work of procurement, installation, and supply of necessary electrical materials for minor repair works at offices, schools, toilets, gardens, street lights, and other public places under Municipal Council Umred. Electric/17-03-2026",,2026_DMA_1287761_2,"Directorate Of Municipal Administration||Municipal Administration, Nagpur||Municipal Council, Umrer||Town Planning Department",0,208,21-04-2026 19:43
2076,16-04-2026 12:30,23-04-2026 11:00,24-04-2026 11:00,E TENDER NOTICE NO.03/1 FOR 2026-27 E TENDER NOTICE NO.03 FOR 2026-27,,2026_JALGA_1295359_1,RDD-CEO-JALGAON||JALGAON-Dy. CEO V.P.||DHARANGAON||ANJANVIHURE,NA,208,21-04-2026 19:43
2077,16-04-2026 12:20,23-04-2026 16:00,27-04-2026 11:00,Providing and fixing benches and dustbins at public places at Nagsen nagar in ward no. 22 ( b). TMC/PRO/PWD/NKPS/34/2026-27,,2026_TMC_1295356_1,Thane Municipal Corporation Thane||Public Works Department,"9,33,595",208,21-04-2026 19:43
2078,16-04-2026 12:15,22-04-2026 11:00,23-04-2026 11:00,Terracing work At Vasalai Gut No 7 Terracing Work At Pawala Gut No 1 2 Taluka Nandurbar SDAO/AKKNDBNVP/ETN04/2025-26,,2026_DOA_1291128_10,"Department of Agriculture||Commissioner of Agriculture- Pune||Divisional Joint of Director Agriculture, Nashik||SDAO Nandurbar","18,97,375",208,21-04-2026 19:43
2079,16-04-2026 12:00,25-04-2026 17:00,27-04-2026 15:00,Work of maintenance of electro mechanical equipment at MMRDA Pumping station under AE(M)WWES-II DYHE/287/M dt 13.04.2026,,2026_MCGM_1294948_1,Municipal Corporation of Greater Mumbai||Hydraulic Engineer Department||Dy.H.E.(Maintenance)||E.E.W.W.(Headworks) Mech and Elect,NA,208,21-04-2026 19:43
2080,16-04-2026 12:00,25-04-2026 17:00,27-04-2026 15:00,Work of servicing and overhauling of various accessories of trailer of mobile chlorination unit under AE(M)WWES-II DYHE/288/M dt 13.04.2026,,2026_MCGM_1294946_1,Municipal Corporation of Greater Mumbai||Hydraulic Engineer Department||Dy.H.E.(Maintenance)||E.E.W.W.(Headworks) Mech and Elect,NA,208,21-04-2026 19:43
2081,16-04-2026 12:00,30-04-2026 17:00,04-05-2026 12:00,Constructing road at Pure Bk Katkarwadi Tal khed Dist Ratnagiri RZP/WD-Chiplun/E-Ten LabourCoOp Society-01/26-27,,2026_RATNA_1295027_1,RDD-CEO-RATNAGIRI||RATNAGIRI-WORKS DIV.,"15,89,701",209,21-04-2026 19:43
2082,16-04-2026 12:00,24-04-2026 12:00,27-04-2026 16:00,INSTALLATION AND ERECTION OF THE C.C.T.V. CAMERAS IN THE SHIRPUR CITY,,2026_DMA_1295028_1,"Directorate Of Municipal Administration||Municipal Administration, Dhule||Municipal Council Shirpur","36,00,000",209,21-04-2026 19:43
2083,16-04-2026 12:00,30-04-2026 17:00,04-05-2026 12:00,BT to Sawarde Kudap Dervan Devshetwadi road VR 14 Km 0/00 to 3/00 Tal Chiplun Dist Ratnagiri RZP/WD-Chiplun/E-Ten LabourCoOp Society-01/26-27,,2026_RATNA_1295027_2,RDD-CEO-RATNAGIRI||RATNAGIRI-WORKS DIV.,"12,23,744",209,21-04-2026 19:43
2084,16-04-2026 12:00,30-04-2026 17:00,04-05-2026 12:00,Strengthing of Shade at Intensive Poultry Development Project at Kalambaste Tal Chiplun Dist Ratnagiri RZP/WD-Chiplun/E-Ten LabourCoOp Society-01/26-27,,2026_RATNA_1295027_3,RDD-CEO-RATNAGIRI||RATNAGIRI-WORKS DIV.,"9,80,233",209,21-04-2026 19:43
2085,16-04-2026 12:00,22-04-2026 17:00,23-04-2026 17:00,VP/GP/WORK/2026-27/1 VP/GP/WORK/2026-27/1,,2026_NASHI_1295351_1,RDD-CEO-NASHIK||NASHIK-Dy. CEO V.P.||DINDORI||NALWADPADA,NA,209,21-04-2026 19:43
2086,16-04-2026 12:00,02-05-2026 17:00,04-05-2026 10:00,"Proposed Cost Estimate of Construction of C.C.Road in Prabhag No 1 Bangali File For Amalner Municipal Council, Amalner Dist Jalgaon AMC/civil/2026-27/2",,2026_DMA_1295353_1,"Directorate Of Municipal Administration||Municipal Administration, Jalgaon||Municipal Council Amalner","26,48,167",209,21-04-2026 19:43
2087,16-04-2026 12:00,02-05-2026 17:00,04-05-2026 10:00,"Proposed Cost Estimate of Construction of C.C.Road In G.No 31 to 36 at Nagarparishad Owned Kabrasthan For Amalner Municipal Council, Amalner Dist Jalgaon AMC/civil/2026-27/2",,2026_DMA_1295353_2,"Directorate Of Municipal Administration||Municipal Administration, Jalgaon||Municipal Council Amalner","30,72,640",209,21-04-2026 19:43
2088,16-04-2026 12:00,25-04-2026 16:00,27-04-2026 11:00,PROPOSED CONSTUCTION OF NAMO UDYAAN NEAR BANI BEGUM BAUGH AT KHULTABAD 2026/CIVIL/1,,2026_DMA_1295362_1,"Directorate Of Municipal Administration||Municipal Administration, Aurangabad||Municipal Council, Khultabad","80,24,183",209,21-04-2026 19:43
2089,16-04-2026 12:00,22-04-2026 14:00,23-04-2026 16:00,"For Year 2026-27 conducting daily duties, Maintenance work for Electrical department of municipal council,Sangole Etender/Light/1/2026-27",,2026_DMA_1295369_1,"Directorate Of Municipal Administration||Municipal Administration, Solapur||Municipal Council, Sangola||Tax Department",NA,209,21-04-2026 19:43
2090,16-04-2026 12:00,30-04-2026 15:00,04-05-2026 15:00,Maintenance of ornamental trees and Srubs on road dividers in the jurisdiction Vasai Virar City Municipal Corporation VVMC/TREE/ornamentaltrees/26,,2026_VVCMC_1295371_1,Vasai Virar City Municipal Corporation||I.T. Department,"1,61,13,703",209,21-04-2026 19:43
2091,16-04-2026 12:00,29-04-2026 17:00,30-04-2026 17:00,"Construction of School Building RZP School Bhendkhal at V.P.Bhendkhal , Tal - Uran, Dist - Raigad ZP-RAIGAD-WORKDIV-06-2026-27",,2026_RAIGA_1295374_1,RDD-CEO-RAIGAD||RAIGAD-WORKS DIV.,"25,00,000",210,21-04-2026 19:44
2092,16-04-2026 12:00,29-04-2026 17:00,30-04-2026 17:00,CONSTRUCTION OF SAKAV ON RIVER TOWARDS SHRI BALARAM WARGES FARM GP BELOSHI TAL ALIBAG DIST.RAIGAD ZP-RAIGAD-WORKDIV-06-2026-27,,2026_RAIGA_1295374_2,RDD-CEO-RAIGAD||RAIGAD-WORKS DIV.,"20,00,000",210,21-04-2026 19:44
2093,16-04-2026 12:00,29-04-2026 17:00,30-04-2026 17:00,"Construction Of Samajik sabhagruha At- Khajri Adiwasiwadi , Tal- Alibag ZP-RAIGAD-WORKDIV-06-2026-27",,2026_RAIGA_1295374_3,RDD-CEO-RAIGAD||RAIGAD-WORKS DIV.,"14,99,782",210,21-04-2026 19:44
2094,16-04-2026 11:45,23-04-2026 16:00,24-04-2026 16:00,eTender for Plot bearing CTS No 955 situated at Mouje Lonkheda Tal Shahada Dist Nandurbar area admeasuring 8634.40 Sq.Mtr ETENDER_DNDCCBANK_2026_18,,2026_CMTDM_1295365_1,"Co-operation, Marketing and Textiles Dept, Mumbai||Commissioner for Cooperation and Registrar of Cooperative Societies Pune||District Dy Registrar Cooperative Societies Dhule||The Dhule and Nandurbar District Central Co op Bank Dhule","2,78,75,000",210,21-04-2026 19:44
2095,16-04-2026 11:30,23-04-2026 16:00,24-04-2026 16:00,eTender for CTS No 298-2-1-A Admeasuring 3850.00 Sq.Mtr the open plot. ETENDER_DNDCCBANK_2026_17,,2026_CMTDM_1295360_1,"Co-operation, Marketing and Textiles Dept, Mumbai||Commissioner for Cooperation and Registrar of Cooperative Societies Pune||District Dy Registrar Cooperative Societies Dhule||The Dhule and Nandurbar District Central Co op Bank Dhule","6,25,24,000",210,21-04-2026 19:44
2096,16-04-2026 11:30,23-04-2026 17:00,24-04-2026 17:00,Biomining of legacy waste at palodi dumping ground under swachh bharat mission at Municipal Council Kalamnuri Dist Hingoli. klm/2026-27/01,,2026_DMA_1295363_1,"Directorate Of Municipal Administration||Municipal Administration, Hingoli||Municipal Council, Kalamnuri","29,44,150",210,21-04-2026 19:44
2097,16-04-2026 11:10,27-04-2026 16:00,28-04-2026 16:00,"Construction of Bhatmarali Lift Irrigation Scheme Civil , Electrical And Mechanical Works Under Urmodi Irrigation Project. E Tender Notice 13 For 2025-26",,2026_CWRDP_1291357_2,CE-Water Resources Dept. Pune||Maharashtra Krishna Valley Development Corporation||Satara Irrigation Project Circle Satara||Urmodi Dam Division Satara,"26,74,80,767",210,21-04-2026 19:44
2098,16-04-2026 11:05,25-04-2026 18:55,27-04-2026 18:55,Purchase of Funeral Vehicle for Nagar Parishad Wadi Dist. Nagpur WNP/Water/Health/Fumeral,,2026_DMA_1295355_1,"Directorate Of Municipal Administration||Municipal Administration, Nagpur||Municipal Council Wadi",NA,210,21-04-2026 19:44
2099,16-04-2026 11:00,06-05-2026 16:00,08-05-2026 16:00,Replacement of old Benjo type shutter / collapsible gate DyHE/B.C./25/93/ODN,,2026_MCGM_1292768_1,Municipal Corporation of Greater Mumbai||Hydraulic Engineer Department||Dy.H.E.(Bhandup Complex)||E.E.(Treatment Chemical and Workshop),NA,210,21-04-2026 19:44
2100,16-04-2026 11:00,23-04-2026 18:00,24-04-2026 13:00,"Solid Waste Management Under Swachh Bharat Mission II At POSHERA, Taluka - Mokhada Dist - Palghar. PZP/RWSD/SLWM/31/2026-27",,2026_PALGH_1294651_1,RDD-CEO-PALGHAR||PALGHAR-RWS,"11,70,270",210,21-04-2026 19:44
2101,16-04-2026 11:00,22-04-2026 16:00,23-04-2026 16:00,Transplantation and plantation of trees at undeveloped portion of Dr Babasaheb Ambedkar Udyan Powai against the trees which are affecting in the widening work of Old subway at Morarji Nagar in S Ward Retender 2025/HE/CM/ES/10,,2026_MCGM_1275618_2,Municipal Corporation of Greater Mumbai||Hydraulic Engineer Department||Dy.H.E.(Maintenance)||E.E.W.W.(Civil) Maintenance,NA,211,21-04-2026 19:44
2102,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Computer Operators Manpower services for account,library,civil,mahila balkalyan,store,arogya department of Gadhinglaj municipal council(SEMI-SKILLED) VARSHIK/MANUSHYABAL/2026-27/01",,2026_DMA_1294908_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","19,00,000",211,21-04-2026 19:44
2103,16-04-2026 11:00,23-04-2026 18:00,27-04-2026 11:00,Newly Construction of Irrigation Gates for Minor No. 8 and Minor No. 24 on Arphal Left Bank Canal and Other miscellaneous Work E Tender Notice 09 For 2025-26,,2026_CWRDP_1289422_4,CE-Water Resources Dept. Pune||Maharashtra Krishna Valley Development Corporation||SE Satara Irrigation Circle Satara||EE Krishna Irrigation Division Satara,"12,38,761",211,21-04-2026 19:44
2104,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,Proposed work of providing watchman and safai workers Manpower services for asthapana department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/02,,2026_DMA_1295005_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","9,60,000",211,21-04-2026 19:44
2105,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,Proposed work of providing Helpers Manpower services for Tax department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/03,,2026_DMA_1295022_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","11,00,000",211,21-04-2026 19:44
2106,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,Proposed work of providing Helpers Manpower services for Milkat and atikraman department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/04,,2026_DMA_1295044_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","13,00,000",211,21-04-2026 19:44
2107,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,Proposed work of providing drivers and fireman Manpower services for vahan department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/05,,2026_DMA_1295057_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","27,00,000",211,21-04-2026 19:44
2108,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Manpower services of tree plantation,tree care takers for vruksh pradhikaran department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/06",,2026_DMA_1295076_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","16,00,000",211,21-04-2026 19:44
2109,16-04-2026 11:00,28-04-2026 17:00,30-04-2026 11:00,Sterilization and Anti-Rabies Vaccination Of Stray and Roaming Dogs within the Limits Of Pen Municipal Council. PMC/HEALTH/2026/78,,2026_DMA_1295106_1,"Directorate Of Municipal Administration||Municipal Administration, Raigad||Municipal Council, Pen","15,00,000",211,21-04-2026 19:44
2110,16-04-2026 11:00,27-04-2026 11:00,28-04-2026 12:00,Cleaning and Grading Machine SMART/VSTF/125/AGROROOT/2026,,2026_DOAWB_1295086_1,Department of Agriculture- World Bank Tenders||Hon. Balasaheb Thackeray Agribusiness and Rural Transformation (SMART) Project Pune- World Bank Tenders||RIU Amravati- World Bank Tenders||DIU Buldhana- World Bank Tenders,NA,211,21-04-2026 19:44
2111,16-04-2026 11:00,22-04-2026 11:00,24-04-2026 16:00,Running of RMO Mess on Leave and License Basis HO/14089/KBB,,2026_MCGM_1295125_1,Municipal Corporation of Greater Mumbai||Peripheral Hospitals||K. B. Bhabha Hospital Bandra,NA,212,21-04-2026 19:44
2112,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Manpower services of water Bill preparation(SEMI SKILLED OPERATORS) and water meter reading,bill dispatch,bill collection(UNSKILLED) for water department of Gadhinglaj municipal council VARSHIK/MANUSHYABAL/2026-27/07",,2026_DMA_1295133_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","30,00,000",212,21-04-2026 19:44
2113,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Construction of RCC Gutter Prabhag No 3 Yashodhannagar Road No 2 UINP/WORK-12/285/2026,,2026_DMA_1295135_1,"Directorate Of Municipal Administration||Municipal Administration, Sangli||Municipal Council Islampur","35,26,537",212,21-04-2026 19:44
2114,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Manpower services for WTP,JACKWELL operators(SEMI SKILLED),Helpers(UNSKILLED) for water department of Gadhinglaj municipal council VARSHIK/MANUSHYABAL/2026-27/08",,2026_DMA_1295142_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","17,00,000",212,21-04-2026 19:44
2115,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Construction of RCC Gutter Prabhag No 3 Yashodhannagar Front of Dhere Chal UINP/WORK-12/285/2026,,2026_DMA_1295135_2,"Directorate Of Municipal Administration||Municipal Administration, Sangli||Municipal Council Islampur","15,71,025",212,21-04-2026 19:44
2116,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Manpower services of Nalgalati durusti,leakage work for water department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/09",,2026_DMA_1295152_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","15,00,000",212,21-04-2026 19:44
2117,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Construction of RCC Gutter Prabhag No 7 Market Yard mutton market to rushikesh Kirana dukan UINP/WORK-12/285/2026,,2026_DMA_1295135_3,"Directorate Of Municipal Administration||Municipal Administration, Sangli||Municipal Council Islampur","2,30,884",212,21-04-2026 19:44
2118,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Construction of Concrete Road Prabhag No 7 Hanumannagr Front of Sachin Kamble Home Bole UINP/WORK-12/285/2026,,2026_DMA_1295135_4,"Directorate Of Municipal Administration||Municipal Administration, Sangli||Municipal Council Islampur","1,52,859",212,21-04-2026 19:44
2119,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,Proposed work of providing Manpower services of Pani sodband work for water department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/10,,2026_DMA_1295161_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","17,00,000",212,21-04-2026 19:44
2120,16-04-2026 11:00,24-04-2026 16:00,27-04-2026 11:00,E Tender for Uniform and Accessries for MC Beed Employee MC Beed E Tender 01/2026-27,,2026_DMA_1295153_1,"Directorate Of Municipal Administration||Municipal Administration, Beed||Municipal Council, Beed","21,25,000",212,21-04-2026 19:44
2121,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Construction of Road Prabhag No 7 Durga Appartment North Side Road UINP/WORK-12/285/2026,,2026_DMA_1295135_5,"Directorate Of Municipal Administration||Municipal Administration, Sangli||Municipal Council Islampur","1,25,172",213,21-04-2026 19:44
2122,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Manpower services of gardening work for lokmanya tilak udyan,kasturba balodyan,shahu udyan and other gardens (unskilled) for civil department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/11",,2026_DMA_1295166_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","30,00,000",213,21-04-2026 19:44
2123,16-04-2026 11:00,24-04-2026 17:00,27-04-2026 11:00,Construction of Gutter Prabhag No 7 Biroba Mandir South Side Dr. Nerlekar Home East West Side UINP/WORK-12/285/2026,,2026_DMA_1295135_6,"Directorate Of Municipal Administration||Municipal Administration, Sangli||Municipal Council Islampur","4,15,912",213,21-04-2026 19:44
2124,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,NPP/PWD/19 NPP/PWD/19,,2026_DMA_1295167_1,"Directorate Of Municipal Administration||Municipal Administration, Chandrapur||Nagar Panchayat Pombhurna","50,85,989",213,21-04-2026 19:44
2125,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Manpower services for swimming tank operators,helpers for civil department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/12",,2026_DMA_1295170_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","9,80,000",213,21-04-2026 19:44
2126,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of retaining wall for the road going towards Devji Sapta to Kanti Sapta house in Hadalpada and in front of Sandeep Mahale house TNP/2026-27/1,,2026_DMA_1295173_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"42,85,637",213,21-04-2026 19:44
2127,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,NPP/PWD/19/1 NPP/PWD/19/1,,2026_DMA_1295181_1,"Directorate Of Municipal Administration||Municipal Administration, Chandrapur||Nagar Panchayat Pombhurna","53,72,709",213,21-04-2026 19:44
2128,16-04-2026 11:00,24-04-2026 16:00,27-04-2026 11:00,E Tender For Supply of Pesticides for Health Deparment of MC Beed E Tender 01/2026-27,,2026_DMA_1295153_2,"Directorate Of Municipal Administration||Municipal Administration, Beed||Municipal Council, Beed","35,00,000",213,21-04-2026 19:44
2129,16-04-2026 11:00,24-04-2026 16:00,27-04-2026 11:00,E Tender For Supply of Printing Material for Various Deparment of MC Beed E Tender 01/2026-27,,2026_DMA_1295153_3,"Directorate Of Municipal Administration||Municipal Administration, Beed||Municipal Council, Beed","30,00,000",213,21-04-2026 19:44
2130,16-04-2026 11:00,24-04-2026 16:00,27-04-2026 11:00,E Tender for Regarding purchase of writing materials for MC Beed E Tender 01/2026-27,,2026_DMA_1295153_4,"Directorate Of Municipal Administration||Municipal Administration, Beed||Municipal Council, Beed","25,00,000",213,21-04-2026 19:44
2131,16-04-2026 11:00,24-04-2026 16:00,27-04-2026 11:00,E Tender Supply of Iron Material for Various Deparment of MC Beed E Tender 01/2026-27,,2026_DMA_1295153_5,"Directorate Of Municipal Administration||Municipal Administration, Beed||Municipal Council, Beed","23,70,000",214,21-04-2026 19:44
2132,16-04-2026 11:00,24-04-2026 16:00,27-04-2026 11:00,Providing Four Wheeler Vehicle on Rent basis for Various Department of MC Beed E Tender 01/2026-27,,2026_DMA_1295153_6,"Directorate Of Municipal Administration||Municipal Administration, Beed||Municipal Council, Beed","45,00,000",214,21-04-2026 19:44
2133,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of retaining wall near Sanjay Ibhad and Shidwa Bhoye house for the road leading from NH 48 to Z P School Padvipada in Ibhadpada TNP/2026-27/2,,2026_DMA_1295189_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"41,95,020",214,21-04-2026 19:44
2134,16-04-2026 11:00,24-04-2026 17:00,25-04-2026 17:00,"removal of Unauthorized constructions within the municipal council limits, encroachments on the roads, removal of vendors, hand carts, etc. KNP/144/2026",,2026_DMA_1295172_1,"Directorate Of Municipal Administration||Municipal Administration, Raigad||Municipal Council, Karjat||Civil Department",1,214,21-04-2026 19:44
2135,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,NPP/PWD/19/2 NPP/PWD/19/2,,2026_DMA_1295194_1,"Directorate Of Municipal Administration||Municipal Administration, Chandrapur||Nagar Panchayat Pombhurna","56,38,711",214,21-04-2026 19:44
2136,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Manpower services for Supervision,Recording and various other works for civil department of Gadhinglaj municipal council(SKILLED) VARSHIK/MANUSHYABAL/2026-27/13",,2026_DMA_1295178_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","8,50,000",214,21-04-2026 19:44
2137,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of road and retaining wall up to Chaitya Dumada house in Mandalpada TNP/2026-27/3,,2026_DMA_1295195_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"21,38,173",214,21-04-2026 19:44
2138,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of new road from Ishna Gimbhal house to Jethya Gimbhal house in Bobapada TNP/2026-27/4,,2026_DMA_1295202_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"23,75,925",214,21-04-2026 19:44
2139,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of bitumen road from Udhwa Road to Talasari dumadpada road up to Bhiva Dumada house in Paraspada TNP/2026-27/5,,2026_DMA_1295211_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"50,29,400",214,21-04-2026 19:44
2140,16-04-2026 11:00,24-04-2026 18:00,27-04-2026 11:00,"Proposed work of providing Manpower services for Tax assesment,Revision work helpers for Tax department of Gadhinglaj municipal council(UNSKILLED) VARSHIK/MANUSHYABAL/2026-27/14",,2026_DMA_1295219_1,"Directorate Of Municipal Administration||Municipal Administration, Kolhapur||Municipal Council, Gadhinglaj","9,00,000",214,21-04-2026 19:44
2141,16-04-2026 11:00,23-04-2026 17:00,24-04-2026 17:00,Construction of road leading from Udhwa Road to Patilpada Z P School TNP/2026-27/6,,2026_DMA_1295222_1,Directorate Of Municipal Administration||Municipal Administration Palghar||Nagar Panchayat Talasari,"59,44,010",215,21-04-2026 19:44
2142,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 15:00,Supply Drivers on various vehicles as required to NP Anjangaon Surji Office AMC/HEALTH/140/2026 DRIVER AND HELPER,,2026_DMA_1295226_1,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Anjangaon||Civil Department",NA,215,21-04-2026 19:44
2143,16-04-2026 11:00,30-04-2026 17:00,04-05-2026 15:00,Supplying helpers to NP Anjangaon Surji Office AMC/HEALTH/140/2026 DRIVER AND HELPER,,2026_DMA_1295226_2,"Directorate Of Municipal Administration||Municipal Administration, Amravati||Municipal Council, Anjangaon||Civil Department",NA,215,21-04-2026 19:44
